replicate,gauge,contains_CO2,streamflow_model,parameter,parameter_value,AIC
3260,218008,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a4,-190.2331354108396,501.1233471345255
3260,218008,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a5,126.7600000104519,501.1233471345255
3260,218008,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01421603107477432,501.1233471345255
3260,218008,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,sd,66.60472032320943,501.1233471345255
3376,219001,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,-560.9589517700729,774.4582564576955
3376,219001,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,-485.53756654006975,774.4582564576955
3376,219001,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a1,0.9493256019211344,774.4582564576955
3376,219001,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a2,0.30890686489224417,774.4582564576955
3376,219001,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a4,-419.5412119131556,774.4582564576955
3376,219001,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,b,0.00803537925655422,774.4582564576955
3376,219001,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,sd,136.75809006379532,774.4582564576955
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_d,-591.406630105479,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_n,-510.7406570156031,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.9795770969147164,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.2896365642034693,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-31.72371049092999,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a4,-407.50721025039275,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a5,131.6499999932252,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,b,0.00778521608014781,776.7547298377242
3428,219001,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,sd,134.83014762160468,776.7547298377242
3604,219003,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-508.88240989151245,748.2708316576035
3604,219003,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.8362660961153534,748.2708316576035
3604,219003,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.36714553081221446,748.2708316576035
3604,219003,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-121.35012532060364,748.2708316576035
3604,219003,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.00845903069398753,748.2708316576035
3604,219003,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,83.46945329211502,748.2708316576035
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-499.2193211472356,750.7659439899987
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.8237749155629066,750.7659439899987
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.380104210151587,750.7659439899987
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,6.339018492929426,750.7659439899987
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-135.73348288297757,750.7659439899987
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,126.76000000958138,750.7659439899987
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.00856687012292342,750.7659439899987
3632,219003,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,82.47864796559077,750.7659439899987
3878,219006,FALSE,streamflow_model_drought_precip_auto,a0_d,-461.44950639278295,778.8242908017155
3878,219006,FALSE,streamflow_model_drought_precip_auto,a0_n,-423.8392041442098,778.8242908017155
3878,219006,FALSE,streamflow_model_drought_precip_auto,a1,0.6919839095023119,778.8242908017155
3878,219006,FALSE,streamflow_model_drought_precip_auto,a2,0.4688420869224763,778.8242908017155
3878,219006,FALSE,streamflow_model_drought_precip_auto,b,0.00947079602537,778.8242908017155
3878,219006,FALSE,streamflow_model_drought_precip_auto,sd,106.37478172720964,778.8242908017155
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_d,-486.9045876694843,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_n,-429.3926699916924,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a1,0.7122811834033376,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a2,0.4281637003498957,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,-0.00222696898874241,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a4,38.9660548070533,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a5,93.44999997977436,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,b,0.00866669886329837,776.4444262637501
3888,219006,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,sd,99.53005330340652,776.4444262637501
4106,219017,FALSE,streamflow_model_precip_auto,a0,-509.7906917910536,641.3463297971979
4106,219017,FALSE,streamflow_model_precip_auto,a1,0.7595267597665251,641.3463297971979
4106,219017,FALSE,streamflow_model_precip_auto,a2,0.23027648648694263,641.3463297971979
4106,219017,FALSE,streamflow_model_precip_auto,b,0.0163808759254043,641.3463297971979
4106,219017,FALSE,streamflow_model_precip_auto,sd,75.23176537860006,641.3463297971979
4110,219017,TRUE,streamflow_model_intercept_shifted_CO2_auto,a0,-518.8973901876741,644.7083125889604
4110,219017,TRUE,streamflow_model_intercept_shifted_CO2_auto,a1,0.7701856282720971,644.7083125889604
4110,219017,TRUE,streamflow_model_intercept_shifted_CO2_auto,a2,0.2242604221712643,644.7083125889604
4110,219017,TRUE,streamflow_model_intercept_shifted_CO2_auto,a3_intercept,-10.864466166694,644.7083125889604
4110,219017,TRUE,streamflow_model_intercept_shifted_CO2_auto,a5,131.65000001251968,644.7083125889604
4110,219017,TRUE,streamflow_model_intercept_shifted_CO2_auto,b,0.01611040771868346,644.7083125889604
4110,219017,TRUE,streamflow_model_intercept_shifted_CO2_auto,sd,74.79663214306883,644.7083125889604
4562,220003,FALSE,streamflow_model_precip_auto,a0,-479.4939666471539,665.9145054646917
4562,220003,FALSE,streamflow_model_precip_auto,a1,0.7524137359619412,665.9145054646917
4562,220003,FALSE,streamflow_model_precip_auto,a2,0.22564088393188264,665.9145054646917
4562,220003,FALSE,streamflow_model_precip_auto,b,0.02043713744066464,665.9145054646917
4562,220003,FALSE,streamflow_model_precip_auto,sd,94.05884540710606,665.9145054646917
4738,220003,TRUE,streamflow_model_slope_shifted_CO2_auto,a0,-491.6013418779289,669.1016039264143
4738,220003,TRUE,streamflow_model_slope_shifted_CO2_auto,a1,0.7675536511941734,669.1016039264143
4738,220003,TRUE,streamflow_model_slope_shifted_CO2_auto,a2,0.21362627598189943,669.1016039264143
4738,220003,TRUE,streamflow_model_slope_shifted_CO2_auto,a3_slope,-0.01234043280179775,669.1016039264143
4738,220003,TRUE,streamflow_model_slope_shifted_CO2_auto,a5,131.65000000386007,669.1016039264143
4738,220003,TRUE,streamflow_model_slope_shifted_CO2_auto,b,0.02001303834084035,669.1016039264143
4738,220003,TRUE,streamflow_model_slope_shifted_CO2_auto,sd,93.3661677465232,669.1016039264143
4813,221002,FALSE,streamflow_model_drought_precip_only,a0_d,-497.7619181412367,555.8396208649426
4813,221002,FALSE,streamflow_model_drought_precip_only,a0_n,-450.9182172780254,555.8396208649426
4813,221002,FALSE,streamflow_model_drought_precip_only,a1,0.6869367942649578,555.8396208649426
4813,221002,FALSE,streamflow_model_drought_precip_only,b,0.0376345610670457,555.8396208649426
4813,221002,FALSE,streamflow_model_drought_precip_only,sd,80.46851163064534,555.8396208649426
4989,221002,TRUE,streamflow_model_drought_slope_shifted_CO2,a0_d,-504.0008174813622,559.2438946313615
4989,221002,TRUE,streamflow_model_drought_slope_shifted_CO2,a0_n,-455.39779600070005,559.2438946313615
4989,221002,TRUE,streamflow_model_drought_slope_shifted_CO2,a1,0.6945792582012249,559.2438946313615
4989,221002,TRUE,streamflow_model_drought_slope_shifted_CO2,a3_slope,-0.00987177531070493,559.2438946313615
4989,221002,TRUE,streamflow_model_drought_slope_shifted_CO2,a5,131.64999999344224,559.2438946313615
4989,221002,TRUE,streamflow_model_drought_slope_shifted_CO2,b,0.03775893809761528,559.2438946313615
4989,221002,TRUE,streamflow_model_drought_slope_shifted_CO2,sd,79.96024282465567,559.2438946313615
112,221207,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,-382.80068000526353,621.327924348317
112,221207,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,-301.41007847448896,621.327924348317
112,221207,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a1,0.6377424187242995,621.327924348317
112,221207,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a2,0.16324554671625324,621.327924348317
112,221207,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a4,-298.3573678327416,621.327924348317
112,221207,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,b,0.09553725412074482,621.327924348317
112,221207,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,sd,83.1588833767415,621.327924348317
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_d,-377.34260905073097,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_n,-295.9453804584109,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.6380086411948744,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.16318748041294362,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-10.448820629346756,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a4,-298.0246083098739,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a5,136.2661841859888,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,b,0.451761341164947,625.3276307561898
20,221207,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,sd,83.15864849239055,625.3276307561898
349,221208,FALSE,streamflow_model_drought_precip_only,a0_d,-364.8916483435687,470.9301271560333
349,221208,FALSE,streamflow_model_drought_precip_only,a0_n,-302.95126422367684,470.9301271560333
349,221208,FALSE,streamflow_model_drought_precip_only,a1,0.5069574115570904,470.9301271560333
349,221208,FALSE,streamflow_model_drought_precip_only,b,0.6695269471405134,470.9301271560333
349,221208,FALSE,streamflow_model_drought_precip_only,sd,58.45896676652199,470.9301271560333
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_d,-401.3411059805985,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a0_n,-364.0063452757606,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a1,0.623500544120512,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a2,0.1142868727371471,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,-0.00166647567893929,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a4,-161.75537283562312,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,a5,39.96245278367965,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,b,0.01898465595162885,453.5987338971524
408,221208,TRUE,streamflow_model_drought_slope_shifted_CO2_seasonal_ratio_auto,sd,43.24927399706563,453.5987338971524
496,221209,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,-342.70278247041665,577.3264662140962
496,221209,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,-293.42181489935433,577.3264662140962
496,221209,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a1,0.4507193484633235,577.3264662140962
496,221209,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a2,0.16031299061448223,577.3264662140962
496,221209,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a4,-208.55752563624517,577.3264662140962
496,221209,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,b,0.03273986696850144,577.3264662140962
496,221209,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,sd,75.89043819173418,577.3264662140962
593,221209,TRUE,streamflow_model_drought_intercept_shifted_CO2,a0_d,-380.391040845627,579.2715193407104
593,221209,TRUE,streamflow_model_drought_intercept_shifted_CO2,a0_n,-328.59230721339213,579.2715193407104
593,221209,TRUE,streamflow_model_drought_intercept_shifted_CO2,a1,0.5071786266377656,579.2715193407104
593,221209,TRUE,streamflow_model_drought_intercept_shifted_CO2,a3_intercept,-21.81440041757264,579.2715193407104
593,221209,TRUE,streamflow_model_drought_intercept_shifted_CO2,a5,131.22340642361866,579.2715193407104
593,221209,TRUE,streamflow_model_drought_intercept_shifted_CO2,b,0.05287957764181857,579.2715193407104
593,221209,TRUE,streamflow_model_drought_intercept_shifted_CO2,sd,77.41171898914688,579.2715193407104
722,221210,FALSE,streamflow_model_precip_auto,a0,-385.0396907972147,552.538367502392
722,221210,FALSE,streamflow_model_precip_auto,a1,0.5599567673445711,552.538367502392
722,221210,FALSE,streamflow_model_precip_auto,a2,0.12020445532980516,552.538367502392
722,221210,FALSE,streamflow_model_precip_auto,b,0.04310498453618203,552.538367502392
722,221210,FALSE,streamflow_model_precip_auto,sd,61.38510913792256,552.538367502392
826,221210,TRUE,streamflow_model_slope_shifted_CO2_auto,a0,-390.31608946537585,556.2293852273739
826,221210,TRUE,streamflow_model_slope_shifted_CO2_auto,a1,0.5662808762823904,556.2293852273739
826,221210,TRUE,streamflow_model_slope_shifted_CO2_auto,a2,0.11639630214157416,556.2293852273739
826,221210,TRUE,streamflow_model_slope_shifted_CO2_auto,a3_slope,-0.00824582210354285,556.2293852273739
826,221210,TRUE,streamflow_model_slope_shifted_CO2_auto,a5,133.2063167748776,556.2293852273739
826,221210,TRUE,streamflow_model_slope_shifted_CO2_auto,b,0.04228533090517197,556.2293852273739
826,221210,TRUE,streamflow_model_slope_shifted_CO2_auto,sd,61.19186986179977,556.2293852273739
856,221211,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-351.60272109968605,538.5870040025374
856,221211,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.4970998837222262,538.5870040025374
856,221211,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.21822288478469057,538.5870040025374
856,221211,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-179.51265794356777,538.5870040025374
856,221211,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.0202555759649572,538.5870040025374
856,221211,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,65.56558035938747,538.5870040025374
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,-366.47786224530137,541.9160349038909
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,0.5118112420458096,541.9160349038909
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,0.20982219340957095,541.9160349038909
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,-0.05986624833465592,541.9160349038909
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,-165.02087613946878,541.9160349038909
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,135.71110493481874,541.9160349038909
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,0.01944557394324003,541.9160349038909
864,221211,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,65.09924256423851,541.9160349038909
1144,221212,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,-356.5088334257207,503.96363475058865
1144,221212,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,-311.1366031723203,503.96363475058865
1144,221212,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a1,0.4908684159411658,503.96363475058865
1144,221212,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a2,0.21129811129499695,503.96363475058865
1144,221212,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a4,-223.6795989951729,503.96363475058865
1144,221212,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,b,0.0163773100699849,503.96363475058865
1144,221212,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,sd,49.7372000384956,503.96363475058865
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_d,-346.47727771964423,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_n,-303.65091943735206,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.4839814192390961,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.22423472342120276,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,4.130690047318467,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a4,-227.60469277435823,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a5,128.9659076226551,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01729814351163379,507.2695086790011
1028,221212,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,sd,49.3633527265878,507.2695086790011
1228,222004,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-270.88753477098953,662.044609844557
1228,222004,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.4283235451482944,662.044609844557
1228,222004,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.30095109586197055,662.044609844557
1228,222004,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-117.86889874249935,662.044609844557
1228,222004,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.02266878741404817,662.044609844557
1228,222004,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,42.10412279358415,662.044609844557
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-279.0128033968193,664.6974563988799
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.4375360794772097,664.6974563988799
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.29139286914774876,664.6974563988799
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-36.02356745206282,664.6974563988799
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-113.9363177226786,664.6974563988799
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,134.99834468772582,664.6974563988799
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.02214378266844494,664.6974563988799
1232,222004,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,41.65635710965816,664.6974563988799
1346,222016,FALSE,streamflow_model_precip_auto,a0,-51.76606203174288,441.52389268286646
1346,222016,FALSE,streamflow_model_precip_auto,a1,0.4066678411661396,441.52389268286646
1346,222016,FALSE,streamflow_model_precip_auto,a2,0.5526489940693853,441.52389268286646
1346,222016,FALSE,streamflow_model_precip_auto,b,0.25597487405438024,441.52389268286646
1346,222016,FALSE,streamflow_model_precip_auto,sd,61.15545593665416,441.52389268286646
1378,222016,TRUE,streamflow_model_slope_shifted_CO2_auto,a0,-78.08929036064751,433.5734377757156
1378,222016,TRUE,streamflow_model_slope_shifted_CO2_auto,a1,0.46188681423489497,433.5734377757156
1378,222016,TRUE,streamflow_model_slope_shifted_CO2_auto,a2,0.42690663713641985,433.5734377757156
1378,222016,TRUE,streamflow_model_slope_shifted_CO2_auto,a3_slope,-0.00131637986667421,433.5734377757156
1378,222016,TRUE,streamflow_model_slope_shifted_CO2_auto,a5,81.6381013694568,433.5734377757156
1378,222016,TRUE,streamflow_model_slope_shifted_CO2_auto,b,0.15449997420966247,433.5734377757156
1378,222016,TRUE,streamflow_model_slope_shifted_CO2_auto,sd,52.468262489738905,433.5734377757156
2020,222206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-307.706954163049,672.379669886452
2020,222206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.4259753663104589,672.379669886452
2020,222206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.24780273790098264,672.379669886452
2020,222206,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-170.7749859430603,672.379669886452
2020,222206,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.020677815980474,672.379669886452
2020,222206,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,45.7032763811726,672.379669886452
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a0,-311.1233603892688,676.2515025021702
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a1,0.4290210118954008,676.2515025021702
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a2,0.2448661347952932,676.2515025021702
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a3_slope,-0.05919532324927523,676.2515025021702
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a4,-169.5454012746984,676.2515025021702
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,a5,136.19901881718891,676.2515025021702
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,b,0.02034161933941305,676.2515025021702
2028,222206,TRUE,streamflow_model_slope_shifted_CO2_seasonal_ratio_auto,sd,45.656808791090775,676.2515025021702
2140,222210,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-265.52445540764205,471.0674767619048
2140,222210,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.3880416641312313,471.0674767619048
2140,222210,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.2521903419313207,471.0674767619048
2140,222210,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-274.6088536096459,471.0674767619048
2140,222210,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.02217266660565847,471.0674767619048
2140,222210,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,23.84885530072301,471.0674767619048
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_d,-265.8478439457905,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_n,-270.826831705306,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.3998716364207251,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.2248696865079511,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-0.5035324790741242,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a4,-268.485580283992,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a5,62.029590806923714,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01935277677106968,463.36199593789536
2204,222210,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,sd,20.794354572907743,463.36199593789536
2308,222213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a0,-237.6457885906532,541.5057822526144
2308,222213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a1,0.3363833571327089,541.5057822526144
2308,222213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a2,0.2937047456883579,541.5057822526144
2308,222213,FALSE,streamflow_model_precip_seasonal_ratio_auto,a4,-146.45964015803486,541.5057822526144
2308,222213,FALSE,streamflow_model_precip_seasonal_ratio_auto,b,0.01843804943117324,541.5057822526144
2308,222213,FALSE,streamflow_model_precip_seasonal_ratio_auto,sd,29.80721239489342,541.5057822526144
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a0,-259.4704735994975,532.902858435786
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a1,0.3555424372001522,532.902858435786
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a2,0.26252771391996044,532.902858435786
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a3_intercept,-1.3484740588257864,532.902858435786
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a4,-142.72193730744948,532.902858435786
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,a5,95.9800000039481,532.902858435786
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,b,0.01576873611406374,532.902858435786
2408,222213,TRUE,streamflow_model_intercept_shifted_CO2_seasonal_ratio_auto,sd,26.580535742257553,532.902858435786
2632,222217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_d,-356.9025483812891,482.1672050314792
2632,222217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a0_n,-335.3396690187077,482.1672050314792
2632,222217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a1,0.46123266551675346,482.1672050314792
2632,222217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a2,0.36912752403798454,482.1672050314792
2632,222217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,a4,-466.9768457408561,482.1672050314792
2632,222217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,b,0.01535138562114434,482.1672050314792
2632,222217,FALSE,streamflow_model_drought_precip_seasonal_ratio_auto,sd,43.94414041408812,482.1672050314792
2636,222217,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_d,-356.75179500988907,486.167099787843
2636,222217,TRUE,streamflow_model_drought_intercept_shifted_CO2_seasonal_ratio_auto,a0_n,-335.2003032235642,486.167099787843
