gauge,model,parameter,exit_message,acceptance_rate,gelman_statistic,best_coefficients
604001,streamflow_model_precip_seasonal_ratio,a1,Convergence criteria reached,0.18202226045811376,1.020922455241204,0.1578201068011384
604001,streamflow_model_precip_seasonal_ratio,a4,Convergence criteria reached,0.18202226045811376,1.0028446039477197,-112.70300684884526
604001,streamflow_model_precip_seasonal_ratio,b,Convergence criteria reached,0.18202226045811376,1.0026742835138087,0.17266584975406363
604001,streamflow_model_precip_seasonal_ratio,sd,Convergence criteria reached,0.18202226045811376,1.0394220314486349,10.7609485940216
604053,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.16221266079085284,1.0637883799513206,-119.66329594292932
604053,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.16221266079085284,1.0499295702687883,0.2094837894452335
604053,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.16221266079085284,1.012013279970672,0.160322727093704
604053,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.16221266079085284,1.0160066284286124,-187.22724363104297
604053,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.16221266079085284,1.018339336729643,0.2049415434926223
604053,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.16221266079085284,1.013404664359867,14.828553823223398
605012,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14739161505478804,1.059170629408646,-82.3919453691685
605012,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14739161505478804,1.072832621123322,0.18651184023152137
605012,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14739161505478804,1.0202727249126011,0.16373321657437656
605012,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14739161505478804,1.0169132708371784,-127.01994352676074
605012,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14739161505478804,1.0211388012299183,0.10540896220124582
605012,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14739161505478804,1.0136561224092928,10.82857102693631
607003,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.13437946641257736,1.0420524713189203,-85.70127353982595
607003,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.13437946641257736,1.0452126938406647,0.1551095945841602
607003,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.13437946641257736,1.0197489275444758,0.16832407429038643
607003,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.13437946641257736,1.0132069303347158,-136.45510741035167
607003,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.13437946641257736,1.0281413868203415,0.09175836243774851
607003,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.13437946641257736,1.0163633319067669,8.240695921216131
607004,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.16329948785135784,1.0356262181050526,-42.44834370673584
607004,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.16329948785135784,1.0757425181834055,0.08425617722173301
607004,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.16329948785135784,1.0108756622185535,0.35832005807237444
607004,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.16329948785135784,1.0113243687104507,-81.30707754108136
607004,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.16329948785135784,1.0157245860205493,0.2667420811596628
607004,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.16329948785135784,1.0150773834368094,6.968678101115702
607007,streamflow_model_precip_seasonal_ratio,a0,Convergence criteria reached,0.1799017367458866,1.0094674597237938,-84.10641848867155
607007,streamflow_model_precip_seasonal_ratio,a1,Convergence criteria reached,0.1799017367458866,1.0081219920956983,0.19807312911996555
607007,streamflow_model_precip_seasonal_ratio,a4,Convergence criteria reached,0.1799017367458866,1.0028742878540058,-152.2652176420986
607007,streamflow_model_precip_seasonal_ratio,b,Convergence criteria reached,0.1799017367458866,1.0021616395002355,0.13528614810396275
607007,streamflow_model_precip_seasonal_ratio,sd,Convergence criteria reached,0.1799017367458866,1.0393358456947708,11.384517329678316
607013,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14077015840876606,1.0526229216771616,-257.18091403058963
607013,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14077015840876606,1.049487344098985,0.3717736728183539
607013,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14077015840876606,1.0216549210037464,0.49175272277957394
607013,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14077015840876606,1.014204064175649,-311.7363167341204
607013,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14077015840876606,1.0197725448470931,0.11250500455193148
607013,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14077015840876606,1.0146499611038229,23.171287594038596
608002,streamflow_model_precip_auto,a0,Convergence criteria reached,0.16637541671147438,1.008769209190696,-134.3135803587329
608002,streamflow_model_precip_auto,a1,Convergence criteria reached,0.16637541671147438,1.0075033526691608,0.2509195415510203
608002,streamflow_model_precip_auto,a2,Convergence criteria reached,0.16637541671147438,1.002739704680095,0.4364686908997941
608002,streamflow_model_precip_auto,b,Convergence criteria reached,0.16637541671147438,1.0027157986762136,0.7044982649679377
608002,streamflow_model_precip_auto,sd,Convergence criteria reached,0.16637541671147438,1.035137003090176,29.988991135008703
609002,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.15144860647927583,1.0463587860228856,-367.4652197902744
609002,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.15144860647927583,1.0458955093710642,0.5205994081712217
609002,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.15144860647927583,1.017770340603765,0.19461762418507433
609002,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.15144860647927583,1.015196741384608,-547.1750178096461
609002,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.15144860647927583,1.0133334564329672,0.33955543604935784
609002,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.15144860647927583,1.0117550837518705,34.870499559089836
609010,streamflow_model_precip_only,a0,Convergence criteria reached,0.16459431121625978,1.0047847728524284,-43.07846267518706
609010,streamflow_model_precip_only,a1,Convergence criteria reached,0.16459431121625978,1.0098708385360191,0.11106463357809068
609010,streamflow_model_precip_only,b,Convergence criteria reached,0.16459431121625978,1.0147189678462205,0.999923870527332
609010,streamflow_model_precip_only,sd,Convergence criteria reached,0.16459431121625978,1.0605485210553696,8.737146395974968
609018,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1398470998094331,1.064143662808691,-201.1337306706884
609018,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1398470998094331,1.0556747709752907,0.289428607090511
609018,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1398470998094331,1.0189470054160474,0.2939177557974355
609018,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1398470998094331,1.013632640673901,-141.99858632087705
609018,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1398470998094331,1.032217842701017,0.06621304585579517
609018,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1398470998094331,1.020945577255978,13.878172649221549
610001,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.144644771319676,1.0557952859936028,-371.05292146898125
610001,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.144644771319676,1.0491432569885386,0.5811114123384671
610001,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.144644771319676,1.0181846749448027,0.2954451811738241
610001,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.144644771319676,1.021544178738658,-369.2997040207308
610001,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.144644771319676,1.0191487744988157,0.718146566260539
610001,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.144644771319676,1.01727543428699,31.45792525440196
611004,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.11140349571224396,1.0568645896938096,-269.7296537422102
611004,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.11140349571224396,1.0473712089338,0.40487347312609695
611004,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.11140349571224396,1.0268339451933244,0.18513490389400025
611004,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.11140349571224396,1.022654505652097,-296.9759104087722
611004,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.11140349571224396,1.0273076544221895,0.02279196504041464
611004,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.11140349571224396,1.0122740441080489,16.92665527345849
611111,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.12194422939494998,1.0571710034474393,-266.6540852726748
611111,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.12194422939494998,1.0533699756105412,0.4010867750687929
611111,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.12194422939494998,1.0144410022172443,0.17087493793117825
611111,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.12194422939494998,1.0181631172086416,-308.5867988750193
611111,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.12194422939494998,1.02873471036037,0.02853227293089982
611111,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.12194422939494998,1.0096507926901543,25.852234600383724
612001,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.13041924726060028,1.046090288463824,-93.12163113748204
612001,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.13041924726060028,1.0380081121749658,0.16625367966893057
612001,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.13041924726060028,1.0223625771741642,0.1894293728694456
612001,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.13041924726060028,1.0164031868763832,-77.18226237611918
612001,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.13041924726060028,1.0249314307703012,0.07160699526165468
612001,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.13041924726060028,1.018811995355336,10.79295579722883
612014,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.1539609635540734,1.0516365559307386,-55.09598801710406
612014,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.1539609635540734,1.0838494946101451,0.0954968689728544
612014,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.1539609635540734,1.0351798021335104,0.1528831650569693
612014,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.1539609635540734,1.01884099977612,-63.737369748558336
612014,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.1539609635540734,1.0270900833401992,0.452852844021245
612014,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.1539609635540734,1.0242904177491454,7.054718832103993
612230,streamflow_model_precip_seasonal_ratio_auto,a0,Convergence criteria reached,0.14622662577417822,1.074445358590132,-57.8966577891959
612230,streamflow_model_precip_seasonal_ratio_auto,a1,Convergence criteria reached,0.14622662577417822,1.0519482709596213,0.16451635274838655
612230,streamflow_model_precip_seasonal_ratio_auto,a2,Convergence criteria reached,0.14622662577417822,1.0237724129535624,0.10995091442949034
612230,streamflow_model_precip_seasonal_ratio_auto,a4,Convergence criteria reached,0.14622662577417822,1.0218714532087882,-74.91917029509139
612230,streamflow_model_precip_seasonal_ratio_auto,b,Convergence criteria reached,0.14622662577417822,1.0212164932423091,0.5025143949598307
612230,streamflow_model_precip_seasonal_ratio_auto,sd,Convergence criteria reached,0.14622662577417822,1.011952823953526,10.934479442635642
120102A,streamflow_model_drought_precip_seasonal_ratio,a0_d,Convergence criteria reached,0.19065998689852315,1.031673833019002,-779.7476555251956
120102A,streamflow_model_drought_precip_seasonal_ratio,a0_n,Convergence criteria reached,0.19065998689852315,1.0284238621614052,-637.549484673817
120102A,streamflow_model_drought_precip_seasonal_ratio,a1,Convergence criteria reached,0.19065998689852315,1.0297998326591096,0.9120345418377572
120102A,streamflow_model_drought_precip_seasonal_ratio,a4,Convergence criteria reached,0.19065998689852315,1.018637573576893,1078.0256398336696
